,Data,Category,Ativos,ANR,Falhas,Instalações,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,ViewsNaoOrganica,InstalacoesNaoOrganicas,ConversaoNaoOrganica,ViewsOrganicas,InstalacoesOrganicas,ConversaOrganica,position
2770,20/11/2019,FINANCE,2518348,7756,30097,42015,131928,17014,10540,9705,42647,211834,3.877,"Banco Inter: Cartões, compras, investimentos e +",19464,3.62,29278,66923,18205,27.2,34772,7816,22.5,32151,10389,32.3,15
2771,21/11/2019,FINANCE,2524735,7690,25547,41209,130742,17031,10767,9933,43916,212389,3.851,"Banco Inter: Cartões, compras, investimentos e +",19078,3.83,28127,65180,17688,27.1,33367,6237,18.7,31813,11451,36.0,16
2772,22/11/2019,FINANCE,2529819,7819,19901,37667,129999,17055,10743,10090,44974,212861,3.832,"Banco Inter: Cartões, compras, investimentos e +",17437,3.95,26264,65611,16329,24.9,36137,6481,17.9,29474,9848,33.4,15
2773,23/11/2019,FINANCE,2531664,8421,8065,29848,129838,16992,10842,10219,45399,213290,3.824,"Banco Inter: Cartões, compras, investimentos e +",15059,3.96,22787,63761,14022,22.0,37536,5821,15.5,26225,8201,31.3,14
2774,24/11/2019,FINANCE,2531457,7288,6855,28692,129546,17113,10980,10297,45547,213483,3.819,"Banco Inter: Cartões, compras, investimentos e +",14721,3.85,24141,59044,13796,23.4,34131,5768,16.9,24913,8028,32.2,13
2775,25/11/2019,FINANCE,2541062,16244,23203,47007,129472,17240,11078,10346,45518,213654,3.818,"Banco Inter: Cartões, compras, investimentos e +",20117,3.75,30851,63874,18560,29.1,33014,6981,21.1,30860,11579,37.5,12
2776,26/11/2019,FINANCE,2552643,15586,23334,49035,129534,17248,11127,10403,45764,214076,3.815,"Banco Inter: Cartões, compras, investimentos e +",19665,3.77,31187,65931,18350,27.8,34213,7190,21.0,31718,11160,35.2,11
2777,27/11/2019,FINANCE,2564306,12298,23538,52828,129052,17307,11236,10573,46495,214663,3.801,"Banco Inter: Cartões, compras, investimentos e +",20552,3.81,34560,71595,18973,26.5,36691,7210,19.7,34904,11763,33.7,11
2778,28/11/2019,FINANCE,2577416,13194,26916,56575,129386,17310,11231,10627,46597,215151,3.801,"Banco Inter: Cartões, compras, investimentos e +",20744,3.46,36046,69125,19144,27.7,36547,7637,20.9,32578,11507,35.3,14
2779,29/11/2019,FINANCE,2583725,12411,29952,48011,129540,17203,11250,10686,46916,215595,3.797,"Banco Inter: Cartões, compras, investimentos e +",16126,3.33,31675,54551,14709,27.0,27735,5344,19.3,26816,9365,34.9,14
2780,30/11/2019,FINANCE,2585566,11585,22697,34309,128793,17210,11416,10994,47578,215991,3.781,"Banco Inter: Cartões, compras, investimentos e +",12275,3.54,24400,52889,11179,21.1,28985,3973,13.7,23904,7206,30.1,16
2781,01/12/2019,FINANCE,2586760,10813,21100,30626,127050,17231,11681,11360,48873,216195,3.75,"Banco Inter: Cartões, compras, investimentos e +",11919,3.56,23494,52830,10978,20.8,28940,4139,14.3,23890,6839,28.6,16
2782,02/12/2019,FINANCE,2595200,10541,26762,43539,126810,17149,11730,11429,49261,216379,3.743,"Banco Inter: Cartões, compras, investimentos e +",16096,3.29,27956,53866,14796,27.5,25978,4830,18.6,27888,9966,35.7,16
2783,03/12/2019,FINANCE,2603790,11241,14948,43507,126772,17202,11719,11417,49598,216708,3.739,"Banco Inter: Cartões, compras, investimentos e +",17857,3.23,27319,68431,16572,24.2,37317,5898,15.8,31063,10657,34.3,16
2784,04/12/2019,FINANCE,2609815,7371,13444,45582,125959,17295,11955,11644,50090,216943,3.725,"Banco Inter: Cartões, compras, investimentos e +",18332,3.23,31396,71240,16955,23.8,39133,6121,15.6,32107,10834,33.7,15
2785,05/12/2019,FINANCE,2613865,8166,14326,43259,125808,17306,12053,11732,50303,217202,3.721,"Banco Inter: Cartões, compras, investimentos e +",17811,3.21,32116,67634,16496,24.4,32493,5585,17.2,35070,10878,31.0,17
2786,06/12/2019,FINANCE,2620542,5684,13594,42058,124893,17352,12171,11930,51134,217480,3.703,"Banco Inter: Cartões, compras, investimentos e +",16038,3.23,27641,61627,14737,23.9,31219,5309,17.0,30408,9428,31.0,15
2787,07/12/2019,FINANCE,2632066,4808,7457,35357,124020,17519,12248,12168,51825,217780,3.688,"Banco Inter: Cartões, compras, investimentos e +",13446,3.3,24335,56990,12459,21.9,32220,5344,16.6,24770,7115,28.7,16
2788,08/12/2019,FINANCE,2634549,4678,5659,31422,123838,17600,12329,12259,51909,217935,3.685,"Banco Inter: Cartões, compras, investimentos e +",13259,3.58,23301,58084,12296,21.2,32786,5301,16.2,25298,6995,27.7,16
2789,09/12/2019,FINANCE,2637175,8047,14171,45357,122997,17592,12557,12377,52507,218030,3.671,"Banco Inter: Cartões, compras, investimentos e +",18672,3.22,27974,69159,17443,25.2,35125,6688,19.0,34034,10755,31.6,14
2790,10/12/2019,FINANCE,2647843,8215,14223,47327,122948,17602,12695,12404,52607,218256,3.668,"Banco Inter: Cartões, compras, investimentos e +",20506,3.59,29251,84939,19291,22.7,46063,7715,16.7,38876,11576,29.8,14
2791,11/12/2019,FINANCE,2651335,6156,11522,42966,123010,17611,12749,12447,52724,218541,3.667,"Banco Inter: Cartões, compras, investimentos e +",18290,3.52,31756,70130,16928,24.1,37191,5965,16.0,32888,10957,33.3,14
2792,12/12/2019,FINANCE,2653935,5558,10515,40719,122535,17596,12866,12534,53192,218723,3.657,"Banco Inter: Cartões, compras, investimentos e +",16943,3.23,30494,63653,15755,24.8,34094,5633,16.5,29559,10122,34.2,14
2793,13/12/2019,FINANCE,2658946,10402,12006,37063,122412,17675,12975,12583,53357,219002,3.654,"Banco Inter: Cartões, compras, investimentos e +",16269,3.32,25295,65058,15162,23.3,34014,5369,15.8,30993,9772,31.5,15
2794,14/12/2019,FINANCE,2660422,5420,15736,28792,122110,17757,13026,12665,53663,219221,3.648,"Banco Inter: Cartões, compras, investimentos e +",13125,3.41,21141,63448,12293,19.4,35260,4788,13.6,28133,7480,26.6,15
2795,15/12/2019,FINANCE,2660211,4654,14482,27499,121418,17840,13144,12732,54222,219356,3.636,"Banco Inter: Cartões, compras, investimentos e +",13312,3.26,22713,65554,12445,19.0,35702,4906,13.7,29797,7514,25.2,14
2796,16/12/2019,FINANCE,2664948,9000,21639,38595,121280,17886,13191,12760,54350,219467,3.633,"Banco Inter: Cartões, compras, investimentos e +",16825,3.01,25844,68829,15727,22.8,35014,6073,17.3,33761,9635,28.5,13
2797,17/12/2019,FINANCE,2673874,9621,13943,43868,121342,17865,13205,12793,54469,219674,3.632,"Banco Inter: Cartões, compras, investimentos e +",18631,3.34,26328,87472,17566,20.1,41659,6487,15.6,45762,11061,24.2,14
2798,18/12/2019,FINANCE,2677907,10026,13143,39468,120895,17932,13188,12737,54981,219733,3.624,"Banco Inter: Cartões, compras, investimentos e +",17230,3.8,27889,72670,16071,22.1,38557,6204,16.1,34113,9867,28.9,15
2799,19/12/2019,FINANCE,2686189,10638,12165,44514,120767,17983,13277,12845,55165,220037,3.62,"Banco Inter: Cartões, compras, investimentos e +",17812,3.87,28749,72187,16455,22.8,38900,6553,16.8,33287,9902,29.7,13
2800,20/12/2019,FINANCE,2689793,5798,10746,37530,120825,18035,13315,12843,55220,220238,3.619,"Banco Inter: Cartões, compras, investimentos e +",14489,3.87,26793,57915,13333,23.0,29703,4942,16.6,28158,8367,29.7,15
2801,21/12/2019,FINANCE,2690980,9481,6630,26962,121035,18336,13361,12890,54790,220412,3.626,"Banco Inter: Cartões, compras, investimentos e +",11332,3.9,20163,55117,10630,19.3,31719,4173,13.2,23398,6457,27.6,17
2802,22/12/2019,FINANCE,2688630,4639,4251,24078,121260,18298,13393,12911,54696,220558,3.628,"Banco Inter: Cartões, compras, investimentos e +",10509,3.85,21432,53386,9797,18.4,31781,4223,13.3,21605,5574,25.8,16
2803,23/12/2019,FINANCE,2693020,9312,9943,34041,121550,18292,13378,12937,54507,220664,3.632,"Banco Inter: Cartões, compras, investimentos e +",15282,4.18,22738,73846,14437,19.6,35995,5361,14.9,37797,9054,24.0,17
2804,24/12/2019,FINANCE,2693105,9829,8167,22882,121736,18358,13390,12978,54454,220916,3.633,"Banco Inter: Cartões, compras, investimentos e +",9614,3.78,17324,53055,8891,16.8,28023,3517,12.6,25032,5374,21.5,17
2805,25/12/2019,FINANCE,2690410,9471,5230,21063,122212,18287,13351,12990,54189,221029,3.639,"Banco Inter: Cartões, compras, investimentos e +",10007,3.94,19772,53208,9446,17.8,27461,3823,13.9,25747,5623,21.8,17
2806,26/12/2019,FINANCE,2691626,18459,11917,33320,122334,18293,13408,13027,54056,221118,3.641,"Banco Inter: Cartões, compras, investimentos e +",15015,3.68,25855,57503,14029,24.4,29287,5096,17.4,28216,8933,31.7,17
2807,27/12/2019,FINANCE,2693595,10093,10088,31883,122524,18310,13394,13023,54018,221269,3.643,"Banco Inter: Cartões, compras, investimentos e +",14024,3.62,24209,49329,12956,26.3,24046,4511,18.8,25205,8406,33.4,17
2808,28/12/2019,FINANCE,2691241,6814,5123,21025,122834,18325,13400,13029,53844,221432,3.647,"Banco Inter: Cartões, compras, investimentos e +",7794,3.82,18326,21803,6954,31.9,8200,1746,21.3,13540,5179,38.2,18
2809,29/12/2019,FINANCE,2687629,5526,3579,17406,122888,18349,13453,13032,53834,221556,3.647,"Banco Inter: Cartões, compras, investimentos e +",6696,3.58,17166,18187,6022,33.1,7380,1626,22.0,10755,4362,40.6,19
2810,30/12/2019,FINANCE,2687309,7907,7344,23689,123117,18274,13379,13028,53850,221648,3.649,"Banco Inter: Cartões, compras, investimentos e +",8633,3.92,18396,21233,7814,36.8,7782,1893,24.3,13380,5884,44.0,21
2811,31/12/2019,FINANCE,2684072,7672,4995,15170,123208,18287,13362,13031,53900,221788,3.649,"Banco Inter: Cartões, compras, investimentos e +",5185,3.89,15051,19280,4673,24.2,9226,1347,14.6,10054,3326,33.1,25
2812,01/01/2020,FINANCE,2678211,7348,3534,15640,123467,18334,13450,13018,53609,221878,3.654,"Banco Inter: Cartões, compras, investimentos e +",6416,4.17,18374,33919,5872,17.3,18918,1788,9.5,14950,4063,27.2,24
2813,02/01/2020,FINANCE,2684768,8406,8511,35626,123613,18412,13458,13007,53472,221962,3.656,"Banco Inter: Cartões, compras, investimentos e +",16050,4.22,22831,55675,15096,27.1,27476,4947,18.0,28131,10121,36.0,22
2814,03/01/2020,FINANCE,2689186,11502,8836,37115,123858,18503,13463,12991,53450,222265,3.658,"Banco Inter: Cartões, compras, investimentos e +",17061,4.34,25686,60283,15946,26.5,32819,5981,18.2,27403,9943,36.3,18
2815,04/01/2020,FINANCE,2691950,8644,4746,30513,124490,18517,13466,12924,53202,222599,3.666,"Banco Inter: Cartões, compras, investimentos e +",14709,4.19,22068,74978,14162,18.9,50206,6355,12.7,24772,7807,31.5,18
2816,05/01/2020,FINANCE,2695992,7474,4026,27833,124835,18532,13520,12917,52935,222739,3.671,"Banco Inter: Cartões, compras, investimentos e +",14358,4.01,19439,79109,13835,17.5,53885,6317,11.7,25224,7518,29.8,13
2817,06/01/2020,FINANCE,2706219,11197,9650,40322,124925,18545,13529,12926,52973,222898,3.671,"Banco Inter: Cartões, compras, investimentos e +",19430,4.57,23466,73242,18283,25.0,39366,6259,15.9,33807,11991,35.5,11
2818,07/01/2020,FINANCE,2716308,10629,12277,58457,126056,18665,13418,12835,52549,223523,3.684,"Banco Inter: Cartões, compras, investimentos e +",19622,3.37,37219,70117,18367,26.2,33510,5755,17.2,36523,12579,34.4,18
2819,08/01/2020,FINANCE,2722744,10811,9573,38782,128104,18659,13344,12829,51853,224789,3.704,"Banco Inter: Cartões, compras, investimentos e +",18178,4.41,25421,59713,17056,28.6,29137,5383,18.5,30517,11649,38.2,13
2820,09/01/2020,FINANCE,2729111,11051,8981,39252,124839,18546,14252,14020,53790,225447,3.65,"Banco Inter: Cartões, compras, investimentos e +",17973,4.51,26262,60704,16831,27.7,32224,5836,18.1,28480,10995,38.6,11
2821,10/01/2020,FINANCE,2731682,20296,9973,35596,125689,18923,14388,13926,53211,226137,3.663,"Banco Inter: Cartões, compras, investimentos e +",16766,4.57,26817,57549,15791,27.4,32033,5669,17.7,25464,10099,39.7,14
2822,11/01/2020,FINANCE,2737712,10650,4416,28479,126942,19107,14501,13727,52655,226932,3.678,"Banco Inter: Cartões, compras, investimentos e +",14138,4.4,21858,49757,13205,26.5,24731,4700,19.0,25026,8505,34.0,15
2823,12/01/2020,FINANCE,2731505,8693,3327,25969,127987,19047,14488,13594,52100,227216,3.692,"Banco Inter: Cartões, compras, investimentos e +",13434,4.32,23020,47853,12553,26.2,24522,4784,19.5,23331,7769,33.3,16
2824,13/01/2020,FINANCE,2738059,12430,8590,37110,128601,19134,14488,13505,51733,227461,3.701,"Banco Inter: Cartões, compras, investimentos e +",17858,4.7,24151,56037,16710,29.8,27911,5511,19.7,28063,11173,39.8,14
2825,14/01/2020,FINANCE,2746264,12092,8572,37983,129427,19190,14534,13566,51918,228635,3.703,"Banco Inter: Cartões, compras, investimentos e +",18450,4.56,23152,60382,17389,28.8,29829,5785,19.4,30492,11586,38.0,14
2826,15/01/2020,FINANCE,2750580,11525,7803,39003,129965,19270,14594,13622,52133,229584,3.703,"Banco Inter: Cartões, compras, investimentos e +",19934,4.71,28211,69125,18798,27.2,35940,5445,15.2,33134,13334,40.2,13
2827,16/01/2020,FINANCE,2758616,12466,7468,40982,130532,19354,14658,13682,52361,230587,3.703,"Banco Inter: Cartões, compras, investimentos e +",21699,4.6,26820,80121,20477,25.6,43988,6410,14.6,36133,14067,38.9,14
2828,17/01/2020,FINANCE,2765456,11621,6875,39561,131034,19429,14714,13735,52562,231474,3.703,"Banco Inter: Cartões, compras, investimentos e +",20131,4.6,26751,70804,18964,26.8,35941,5561,15.5,34787,13367,38.4,15
2829,18/01/2020,FINANCE,2768932,14722,5719,32562,143329,19741,13345,11997,43897,232309,3.889,"Banco Inter: Cartões, compras, investimentos e +",17402,4.36,23789,59734,16404,27.5,27949,4918,17.6,31725,11457,36.1,12
2830,19/01/2020,FINANCE,2768435,9739,3086,27962,145414,20043,13091,11717,42264,232529,3.923,"Banco Inter: Cartões, compras, investimentos e +",15172,4.39,24110,46409,14129,30.4,19761,3635,18.4,26593,10470,39.4,11
2831,20/01/2020,FINANCE,2776324,11555,8478,40725,145797,20206,13092,11648,42017,232760,3.928,"Banco Inter: Cartões, compras, investimentos e +",21054,4.72,26341,73478,19679,26.8,35086,4909,14.0,38290,14716,38.4,11
2832,21/01/2020,FINANCE,2783992,12361,8241,40699,146777,20294,13163,11703,41979,233916,3.933,"Banco Inter: Cartões, compras, investimentos e +",20275,4.62,26255,83295,18843,22.6,46219,5245,11.3,36986,13551,36.6,11
2833,22/01/2020,FINANCE,2792539,11916,7684,42909,150271,20329,12885,11266,40055,234806,3.977,"Banco Inter: Cartões, compras, investimentos e +",22567,4.57,27418,86179,21216,24.6,44091,5904,13.4,41997,15274,36.4,12
2834,23/01/2020,FINANCE,2799244,12596,8136,40795,153449,20546,12706,10963,38463,236127,4.015,"Banco Inter: Cartões, compras, investimentos e +",21238,4.67,27169,89137,20059,22.5,46403,6342,13.7,42669,13692,32.1,13
2835,24/01/2020,FINANCE,2806380,11038,7973,39467,153579,20563,12717,10972,38495,236326,4.015,"Banco Inter: Cartões, compras, investimentos e +",20886,4.63,25689,92595,19771,21.4,48435,6167,12.7,44104,13585,30.8,13
2836,25/01/2020,FINANCE,2809536,10741,4569,33968,158795,20843,12009,10130,35214,236991,4.088,"Banco Inter: Cartões, compras, investimentos e +",18364,4.25,23955,74601,17213,23.1,33826,5282,15.6,40775,11931,29.3,13
2837,26/01/2020,FINANCE,2810790,8484,3224,31003,161012,20905,11786,9870,33625,237198,4.121,"Banco Inter: Cartões, compras, investimentos e +",17117,4.18,23517,81371,16368,20.1,42577,5555,13.0,38794,10813,27.9,12
2838,27/01/2020,FINANCE,2814422,16161,8331,40918,161585,20909,11688,9772,33440,237394,4.126,"Banco Inter: Cartões, compras, investimentos e +",20838,4.6,29269,84368,19539,23.2,42739,5538,13.0,41572,13977,33.6,11
2839,28/01/2020,FINANCE,2821490,12492,8113,41224,162649,21044,11638,9697,33165,238193,4.135,"Banco Inter: Cartões, compras, investimentos e +",20760,4.59,26593,73441,19555,26.6,35835,5566,15.5,37534,13951,37.2,11
2840,29/01/2020,FINANCE,2827963,11760,7568,39986,165992,21232,11380,9168,31075,238847,4.18,"Banco Inter: Cartões, compras, investimentos e +",20511,4.57,26519,66823,19291,28.9,33269,5863,17.6,33502,13403,40.0,11
2841,30/01/2020,FINANCE,2834294,14936,8447,40051,169414,21303,11038,8636,29135,239526,4.224,"Banco Inter: Cartões, compras, investimentos e +",20869,4.53,27019,100775,19612,19.5,54310,5793,10.7,46465,13819,29.7,11
2842,31/01/2020,FINANCE,2839727,12275,7583,37832,172311,21502,10595,8283,27473,240164,4.261,"Banco Inter: Cartões, compras, investimentos e +",19269,4.65,24699,105045,18109,17.2,54694,4965,9.1,50351,13144,26.1,14
2843,01/02/2020,FINANCE,2835410,11625,4446,31069,174751,21693,10298,7965,26188,240895,4.29,"Banco Inter: Cartões, compras, investimentos e +",16350,4.38,24138,83077,15414,18.6,43934,5383,12.3,39143,10031,25.6,14
2844,02/02/2020,FINANCE,2835604,9459,3539,31511,177914,21653,9983,7495,24061,241106,4.335,"Banco Inter: Cartões, compras, investimentos e +",17174,4.42,23219,96295,16418,17.0,56316,6229,11.1,39979,10189,25.5,13
2845,03/02/2020,FINANCE,2843434,12127,8436,44941,178822,21619,9921,7433,23505,241300,4.346,"Banco Inter: Cartões, compras, investimentos e +",22184,4.63,27771,93376,20793,22.3,46980,6709,14.3,46396,14084,30.4,13
2846,04/02/2020,FINANCE,2851714,13189,8694,44603,179993,21676,9902,7446,23196,242213,4.353,"Banco Inter: Cartões, compras, investimentos e +",22881,4.56,27899,87015,21419,24.6,39410,6258,15.9,47605,15161,31.8,12
2847,05/02/2020,FINANCE,2859397,27520,13891,43195,180868,21678,9900,7418,23162,243026,4.357,"Banco Inter: Cartões, compras, investimentos e +",22241,4.6,27588,83565,20883,25.0,39969,6344,15.9,43596,14539,33.3,12
2848,06/02/2020,FINANCE,2866720,13006,10957,42929,185636,21471,9201,6768,20847,243923,4.411,"Banco Inter: Cartões, compras, investimentos e +",21448,4.67,27218,85654,20228,23.6,37710,5912,15.7,47892,14294,29.8,11
2849,07/02/2020,FINANCE,2870763,27661,10922,40690,188217,21577,8870,6454,19835,244953,4.437,"Banco Inter: Cartões, compras, investimentos e +",20675,4.66,29744,83348,19334,23.2,39244,5520,14.1,44104,13814,31.3,14
2850,08/02/2020,FINANCE,2873322,12974,5206,31875,190544,21623,8603,6228,18846,245844,4.459,"Banco Inter: Cartões, compras, investimentos e +",16073,4.28,23020,82585,15190,18.4,44513,5151,11.6,38072,10039,26.4,14
2851,09/02/2020,FINANCE,2874924,9810,3674,31495,191285,21737,8540,6041,18496,246099,4.468,"Banco Inter: Cartões, compras, investimentos e +",17235,4.59,24761,92480,16441,17.8,47367,5175,10.9,45113,11266,25.0,14
2852,10/02/2020,FINANCE,2882708,12395,9815,41688,193102,21824,8168,5649,17610,246353,4.49,"Banco Inter: Cartões, compras, investimentos e +",20387,4.68,27136,88945,19240,21.6,41738,5847,14.0,47207,13393,28.4,14
2853,11/02/2020,FINANCE,2896307,13836,10515,48461,194974,21965,7956,5438,17141,247474,4.504,"Banco Inter: Cartões, compras, investimentos e +",23916,4.56,28430,89068,22234,25.0,37886,5876,15.5,51127,16330,31.9,14
2854,12/02/2020,FINANCE,2913209,14263,8518,43830,198424,22149,7379,4846,15524,248322,4.543,"Banco Inter: Cartões, compras, investimentos e +",21712,4.6,29688,75845,20276,26.7,32157,5589,17.4,43634,14667,33.6,14
2855,13/02/2020,FINANCE,2941334,13615,7266,53409,199545,22248,7178,4664,15512,249147,4.548,"Banco Inter: Cartões, compras, investimentos e +",26186,4.6,30368,81646,24140,29.6,32390,6351,19.6,49202,17769,36.1,13
2856,14/02/2020,FINANCE,2955732,16052,6913,46200,200454,22350,7011,4596,15530,249941,4.551,"Banco Inter: Cartões, compras, investimentos e +",22466,4.61,31839,73083,20698,28.3,33001,6377,19.3,40030,14299,35.7,14
2857,15/02/2020,FINANCE,2959218,16013,3927,31073,201441,22389,6960,4425,15559,250774,4.554,"Banco Inter: Cartões, compras, investimentos e +",14712,4.29,24421,53772,13585,25.3,22568,4053,18.0,31204,9532,30.5,13
2858,16/02/2020,FINANCE,2959582,14081,3049,31253,201692,22317,6994,4405,15614,251022,4.554,"Banco Inter: Cartões, compras, investimentos e +",15892,4.32,27076,82279,15172,18.4,47659,5545,11.6,34620,9627,27.8,12
2859,17/02/2020,FINANCE,2966665,29813,7889,43424,201338,22265,7201,4422,15996,251222,4.547,"Banco Inter: Cartões, compras, investimentos e +",21307,4.53,30150,77973,20023,25.7,34093,5942,17.4,43880,14081,32.1,11
2860,18/02/2020,FINANCE,2916959,23806,7260,222070,201953,22324,7233,4486,16147,252143,4.545,"Banco Inter: Cartões, compras, investimentos e +",20983,4.44,225112,81693,18895,23.1,40513,6123,15.1,41180,12772,31.0,10
2861,19/02/2020,FINANCE,2973732,33281,7036,96077,202670,22364,7190,4414,16240,252878,4.545,"Banco Inter: Cartões, compras, investimentos e +",19369,4.51,28483,69409,17466,25.2,32214,5518,17.1,37195,11948,32.1,12
2862,20/02/2020,FINANCE,2984975,23675,6678,47748,202708,22532,7199,4514,16670,253623,4.538,"Banco Inter: Cartões, compras, investimentos e +",18559,4.5,29109,71025,17172,24.2,27068,5010,18.5,43957,12162,27.7,13
2863,21/02/2020,FINANCE,2991243,22015,6415,38386,202841,22769,7170,4606,17026,254412,4.532,"Banco Inter: Cartões, compras, investimentos e +",17299,4.55,25618,73292,16067,21.9,27112,4476,16.5,46180,11591,25.1,14
