,Data,Category,Ativos,ANR,Falhas,Instalações,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão,ViewsNaoOrganica,InstalacoesNaoOrganicas,ConversaoNaoOrganica,ViewsOrganicas,InstalacoesOrganicas,ConversaOrganica,position
2490,17/07/2020,FOODS_AND_DRINK,18267763,15799,8524,223455,1696390,215289,55008,25623,162327,2154637,4.512,iFood Delivery de Comida e Mercado,48925,4.65,146886,197979,46865,23.7,92343,12800,13.9,105541,34022,32.2,1
2491,18/07/2020,FOODS_AND_DRINK,18305651,15970,8602,217388,1698492,215663,55024,25741,161873,2156793,4.513,iFood Delivery de Comida e Mercado,52111,4.63,152790,205625,49950,24.3,92390,11384,12.3,113108,38508,34.0,1
2492,19/07/2020,FOODS_AND_DRINK,18322353,15147,8069,195546,1703118,215998,54978,25461,159585,2159140,4.518,iFood Delivery de Comida e Mercado,48553,4.63,154566,146965,34214,23.3,72677,10575,14.6,74192,23603,31.8,1
2493,20/07/2020,FOODS_AND_DRINK,18307402,15658,6575,149297,1705352,216123,55031,25518,159184,2161208,4.519,iFood Delivery de Comida e Mercado,34015,4.53,141254,151918,32655,21.5,72310,8667,12.0,79549,23967,30.1,1
2494,21/07/2020,FOODS_AND_DRINK,18293082,15972,6967,149972,1706907,216184,54911,25559,158925,2162486,4.52,iFood Delivery de Comida e Mercado,33770,4.61,137053,142908,32387,22.7,66536,8261,12.4,76292,24096,31.6,1
2495,22/07/2020,FOODS_AND_DRINK,18281027,15968,7147,152761,1708254,216187,55015,25561,158915,2163932,4.52,iFood Delivery de Comida e Mercado,35191,4.5,139109,138180,33857,24.5,62387,8968,14.4,75717,24856,32.8,1
2496,23/07/2020,FOODS_AND_DRINK,18267650,15990,7649,158767,1709488,216429,54982,25560,158778,2165237,4.521,iFood Delivery de Comida e Mercado,38103,4.58,147731,166496,37127,22.3,85104,10427,12.3,81297,26660,32.8,1
2497,24/07/2020,FOODS_AND_DRINK,18298386,16326,8541,199745,1710279,216669,54967,25642,159223,2166780,4.52,iFood Delivery de Comida e Mercado,46911,4.52,142755,218318,46340,21.2,115780,13425,11.6,102440,32880,32.1,1
2498,25/07/2020,FOODS_AND_DRINK,18349643,16420,8752,216429,1712115,216977,54984,25530,159353,2168959,4.52,iFood Delivery de Comida e Mercado,55087,3.15,140547,240088,53817,22.4,122775,14548,11.8,117181,39209,33.5,1
2499,26/07/2020,FOODS_AND_DRINK,18371753,15699,9107,201939,1715357,217482,55018,25560,159521,2172938,4.52,iFood Delivery de Comida e Mercado,52590,4.47,157295,172994,36501,21.1,95193,11782,12.4,77728,24695,31.8,1
2500,27/07/2020,FOODS_AND_DRINK,18337969,16446,7852,149646,1702984,216110,54692,25339,176059,2175184,4.492,iFood Delivery de Comida e Mercado,35747,4.48,159212,159798,34168,21.4,82010,10246,12.5,77712,23893,30.7,1
2501,28/07/2020,FOODS_AND_DRINK,18318252,16765,7497,151924,1703682,215947,54701,25309,176934,2176573,4.49,iFood Delivery de Comida e Mercado,35157,4.49,145344,153178,33875,22.1,77513,10356,13.4,75569,23480,31.1,1
2502,29/07/2020,FOODS_AND_DRINK,18283003,16689,8217,155855,1704400,215990,54752,25379,177469,2177990,4.49,iFood Delivery de Comida e Mercado,35586,4.55,166620,146965,34214,23.3,72677,10575,14.6,74192,23603,31.8,1
2503,30/07/2020,FOODS_AND_DRINK,18270282,16589,9527,163750,1705294,216018,54814,25431,177917,2179474,4.489,iFood Delivery de Comida e Mercado,37941,4.56,150908,176988,36836,20.8,98821,11758,11.9,78075,25044,32.1,1
2504,31/07/2020,FOODS_AND_DRINK,18314959,16924,13669,217828,1706296,216444,54858,25503,177999,2181100,4.489,iFood Delivery de Comida e Mercado,49802,4.65,146644,227955,48183,21.1,122435,14918,12.2,105417,33226,31.5,1
2505,01/08/2020,FOODS_AND_DRINK,18366224,16105,14754,226549,1708381,216498,54857,25471,178280,2183487,4.489,iFood Delivery de Comida e Mercado,56060,4.61,151279,249396,54072,21.7,133060,15329,11.5,116230,38694,33.3,1
2506,02/08/2020,FOODS_AND_DRINK,18389421,15498,14692,203972,1710938,216717,54846,25421,177968,2185890,4.49,iFood Delivery de Comida e Mercado,52365,4.6,161870,256259,50896,19.9,146947,15725,10.7,109202,35120,32.2,1
2507,03/08/2020,FOODS_AND_DRINK,18362810,16173,12464,153636,1712646,217161,54879,25528,177845,2188059,4.49,iFood Delivery de Comida e Mercado,36026,4.56,158796,168289,34755,20.7,92420,11207,12.1,75790,23515,31.0,1
2508,04/08/2020,FOODS_AND_DRINK,18353790,16051,13036,152075,1713610,217174,54981,25623,178021,2189409,4.49,iFood Delivery de Comida e Mercado,35566,4.67,137300,164784,34361,20.9,91973,11096,12.1,72736,23235,31.9,1
2509,05/08/2020,FOODS_AND_DRINK,18352312,16195,16679,162001,1715056,217429,55092,25765,177858,2191200,4.491,iFood Delivery de Comida e Mercado,37588,4.61,137957,172994,36446,21.1,95193,11755,12.3,77728,24667,31.7,1
2510,06/08/2020,FOODS_AND_DRINK,18386283,16599,20697,201415,1716848,217415,55146,25641,177718,2192768,4.491,iFood Delivery de Comida e Mercado,42884,4.54,140341,194780,41269,21.2,105245,13341,12.7,89449,27899,31.2,1
2511,07/08/2020,FOODS_AND_DRINK,18438579,16936,25819,228687,1718440,217516,55239,25573,177666,2194434,4.492,iFood Delivery de Comida e Mercado,53740,4.6,144653,263391,52431,19.9,146082,15533,10.6,117208,36848,31.4,1
2512,08/08/2020,FOODS_AND_DRINK,18494086,16354,23642,226850,1719439,218035,55469,25647,177918,2196508,4.491,iFood Delivery de Comida e Mercado,56725,4.6,142780,288757,56597,19.6,160979,15885,9.9,127652,40647,31.8,1
2513,09/08/2020,FOODS_AND_DRINK,18522388,16324,21374,201119,1721834,217869,55302,25639,178101,2198745,4.492,iFood Delivery de Comida e Mercado,53251,4.58,150112,287252,52169,18.2,169067,14673,8.7,118067,37440,31.7,1
2514,10/08/2020,FOODS_AND_DRINK,18524431,17323,17903,186090,1723449,218221,55526,25615,177886,2200697,4.492,iFood Delivery de Comida e Mercado,52762,4.54,162629,313037,52149,16.7,189805,15788,8.3,123152,36322,29.5,1
2515,11/08/2020,FOODS_AND_DRINK,18523438,19108,15910,170662,1725361,218404,55461,25488,177358,2202072,4.494,iFood Delivery de Comida e Mercado,46514,4.6,148061,278508,45972,16.5,172961,14805,8.6,105451,31127,29.5,1
2516,12/08/2020,FOODS_AND_DRINK,18524951,18179,13161,179289,1726955,218521,55329,25488,177134,2203427,4.494,iFood Delivery de Comida e Mercado,44806,4.53,152959,263904,44094,16.7,162934,14466,8.9,100886,29592,29.3,1
2517,13/08/2020,FOODS_AND_DRINK,18522942,18086,11705,174726,1728071,218637,55429,25467,177256,2204860,4.494,iFood Delivery de Comida e Mercado,43941,4.52,150849,239241,43128,18.0,141360,13611,9.6,97811,29490,30.1,1
2518,14/08/2020,FOODS_AND_DRINK,18574412,18028,12098,235835,1729707,218431,55443,25549,177287,2206417,4.495,iFood Delivery de Comida e Mercado,58151,4.59,155808,291363,56399,19.4,165070,16604,10.1,126168,39734,31.5,1
2519,15/08/2020,FOODS_AND_DRINK,18638314,16540,12501,251818,1730985,218495,55532,25728,177854,2208594,4.494,iFood Delivery de Comida e Mercado,66867,4.62,159108,370564,64985,17.5,225441,18639,8.3,144982,46282,31.9,1
2520,16/08/2020,FOODS_AND_DRINK,18658780,15277,11742,237722,1733304,218887,55379,25551,177990,2211111,4.494,iFood Delivery de Comida e Mercado,69405,4.6,193294,385763,67966,17.6,234927,19238,8.2,150719,48671,32.3,1
2521,17/08/2020,FOODS_AND_DRINK,18640120,15626,9896,172364,1735844,218971,55312,25418,177808,2213353,4.495,iFood Delivery de Comida e Mercado,46452,4.57,167518,271918,45085,16.6,165963,13621,8.2,105871,31422,29.7,1
2522,18/08/2020,FOODS_AND_DRINK,18634758,15514,10248,169407,1737314,219219,55273,25419,177628,2214853,4.496,iFood Delivery de Comida e Mercado,42101,4.53,151575,276795,41170,14.9,179080,13495,7.5,97627,27636,28.3,1
2523,19/08/2020,FOODS_AND_DRINK,18627663,15711,10592,167511,1738785,219280,55073,25410,177819,2216367,4.496,iFood Delivery de Comida e Mercado,40111,4.54,149184,242519,39249,16.2,149376,12600,8.4,93046,26604,28.6,1
2524,20/08/2020,FOODS_AND_DRINK,18642567,16088,11266,190049,1739817,219440,55113,25379,178160,2217909,4.496,iFood Delivery de Comida e Mercado,43753,4.56,149702,252923,38527,15.2,157102,12428,7.9,95749,26072,27.2,1
2525,21/08/2020,FOODS_AND_DRINK,18701606,16030,13144,242186,1740811,219473,55224,25409,178649,2219566,4.495,iFood Delivery de Comida e Mercado,56839,4.62,153791,306337,54639,17.8,179554,16310,9.1,126671,38277,30.2,1
2526,22/08/2020,FOODS_AND_DRINK,18767084,15301,11892,241971,1742436,219712,55404,25379,178979,2221910,4.495,iFood Delivery de Comida e Mercado,61137,4.59,150153,319719,59778,18.7,184865,16781,9.1,134732,42942,31.9,1
2527,23/08/2020,FOODS_AND_DRINK,18794828,14633,10873,213480,1744767,219549,55323,25378,179268,2224285,4.495,iFood Delivery de Comida e Mercado,55720,4.57,162749,306599,53568,17.5,181476,15325,8.4,125015,38193,30.6,1
2528,24/08/2020,FOODS_AND_DRINK,18780817,15166,8530,158157,1746683,219478,55326,25224,179634,2226345,4.495,iFood Delivery de Comida e Mercado,39620,4.54,149271,252923,38527,15.2,157102,12428,7.9,95749,26072,27.2,1
2529,25/08/2020,FOODS_AND_DRINK,18778674,15159,8796,156607,1748013,219509,55316,25165,179589,2227592,4.495,iFood Delivery de Comida e Mercado,39922,4.58,134991,247451,39297,15.9,145756,12096,8.3,101634,27179,26.7,1
2531,27/08/2020,FOODS_AND_DRINK,18780189,15543,9171,182965,1750405,219397,55177,25236,180007,2230222,4.495,iFood Delivery de Comida e Mercado,51023,4.48,154525,264594,49128,18.6,138690,12568,9.1,125817,36528,29.0,1
2532,28/08/2020,FOODS_AND_DRINK,18821113,15217,10693,220364,1752006,219162,55101,25218,180221,2231708,4.495,iFood Delivery de Comida e Mercado,56841,4.59,154999,344844,54636,15.8,182360,15586,8.5,162376,39005,24.0,1
2533,29/08/2020,FOODS_AND_DRINK,18880173,15391,9949,236364,1753447,219204,55285,25224,180575,2233735,4.495,iFood Delivery de Comida e Mercado,61709,4.6,150990,370277,59544,16.1,198709,17328,8.7,171478,42177,24.6,1
2534,30/08/2020,FOODS_AND_DRINK,18902273,14289,10294,229063,1755278,219448,55358,25226,180636,2235946,4.495,iFood Delivery de Comida e Mercado,62053,4.57,186127,376248,59740,15.9,199350,16975,8.5,176794,42717,24.2,1
2535,31/08/2020,FOODS_AND_DRINK,18879285,15039,8497,168298,1757253,219551,55256,25195,180810,2238065,4.496,iFood Delivery de Comida e Mercado,46665,4.54,168550,311155,46351,14.9,164606,12946,7.9,146485,33381,22.8,1
2536,01/09/2020,FOODS_AND_DRINK,18875327,15669,8872,169076,1757802,219855,55500,25428,180926,2239511,4.495,iFood Delivery de Comida e Mercado,45550,4.51,148143,312285,44935,14.4,183276,13640,7.4,128928,31259,24.2,1
2537,02/09/2020,FOODS_AND_DRINK,18860837,15255,9040,167944,1759283,219771,55660,25497,180691,2240902,4.496,iFood Delivery de Comida e Mercado,45567,4.59,157187,314110,44622,14.2,184344,13102,7.1,129712,31506,24.3,1
2539,04/09/2020,FOODS_AND_DRINK,18920333,16073,14175,229962,1764371,220348,55732,25670,182238,2248359,4.494,iFood Delivery de Comida e Mercado,55534,2.96,154613,321816,53169,16.5,176852,14101,8.0,144862,39027,26.9,1
2540,05/09/2020,FOODS_AND_DRINK,18990069,15461,17084,247680,1749344,217217,54894,25273,203340,2250068,4.459,iFood Delivery de Comida e Mercado,63677,4.05,148786,402555,60995,15.2,239737,16202,6.8,162702,44738,27.5,1
2541,06/09/2020,FOODS_AND_DRINK,19050586,15252,17421,240211,1736037,215387,54644,25119,221409,2252596,4.429,iFood Delivery de Comida e Mercado,65519,4.33,153701,382216,62331,16.3,210345,15285,7.3,171757,47012,27.4,1
2542,07/09/2020,FOODS_AND_DRINK,19090681,16347,19170,240358,1734211,215414,54535,25135,225518,2254813,4.423,iFood Delivery de Comida e Mercado,64723,4.43,171299,382891,61732,16.1,205664,15594,7.6,177106,46089,26.0,1
2543,08/09/2020,FOODS_AND_DRINK,19073956,17231,14089,167274,1734676,215280,54369,25143,227340,2256808,4.42,iFood Delivery de Comida e Mercado,40556,4.45,156362,260479,37901,14.6,141757,9629,6.8,118642,28239,23.8,1
2544,09/09/2020,FOODS_AND_DRINK,19068175,16905,15219,164792,1735347,215606,54265,25106,227864,2258188,4.419,iFood Delivery de Comida e Mercado,37206,4.52,143434,243125,35391,14.6,146663,10289,7.0,96378,25065,26.0,1
2545,10/09/2020,FOODS_AND_DRINK,19057669,16153,14986,163259,1736458,215521,54173,25075,228249,2259476,4.419,iFood Delivery de Comida e Mercado,36235,4.57,146831,210305,34139,16.2,123855,9790,7.9,86384,24324,28.2,1
2548,13/09/2020,FOODS_AND_DRINK,19178152,15450,16033,220489,1742017,215981,54323,24854,227841,2265016,4.421,iFood Delivery de Comida e Mercado,59022,4.59,161043,348136,56496,16.2,185745,14366,7.7,162306,42096,25.9,1
2552,17/09/2020,FOODS_AND_DRINK,19157401,17411,8727,172130,1747480,216754,54404,24703,227751,2271092,4.423,iFood Delivery de Comida e Mercado,40971,4.5,152444,243203,39061,16.1,138051,10663,7.7,105092,28376,27.0,1
2553,18/09/2020,FOODS_AND_DRINK,19207269,17681,10665,228503,1749999,216598,54154,24750,227409,2272910,4.424,iFood Delivery de Comida e Mercado,55411,4.57,149088,309440,52571,17.0,173723,13834,8.0,135610,38692,28.5,1
2557,22/09/2020,FOODS_AND_DRINK,19312021,17953,9722,183889,1756280,217399,54139,24747,228213,2280778,4.424,iFood Delivery de Comida e Mercado,44414,4.51,149785,255791,42073,16.4,139193,11822,8.5,116496,30207,25.9,1
2558,23/09/2020,FOODS_AND_DRINK,19296878,17976,9812,173128,1757236,217116,54236,24896,228662,2282146,4.424,iFood Delivery de Comida e Mercado,39299,4.59,159362,209153,37066,17.7,119917,10639,8.9,89147,26391,29.6,1
2559,24/09/2020,FOODS_AND_DRINK,19293032,17037,10188,165429,1758292,217198,54432,24984,228562,2283468,4.424,iFood Delivery de Comida e Mercado,37601,4.55,141457,183596,35324,19.2,100296,9569,9.5,83200,25708,30.9,1
2560,25/09/2020,FOODS_AND_DRINK,19334581,17407,11839,222149,1759895,216980,54350,25094,228635,2284954,4.424,iFood Delivery de Comida e Mercado,49363,4.61,149410,235296,46483,19.8,125221,12073,9.6,109995,34374,31.3,1
2561,26/09/2020,FOODS_AND_DRINK,19392637,16598,11979,238717,1761574,216989,54285,25246,228900,2286994,4.424,iFood Delivery de Comida e Mercado,59250,4.58,150723,295065,55939,19.0,157367,13697,8.7,137575,42190,30.7,1
2562,27/09/2020,FOODS_AND_DRINK,19422757,16210,11756,225743,1763465,216975,54241,25259,229229,2289169,4.424,iFood Delivery de Comida e Mercado,59492,4.56,169770,302099,56332,18.6,154589,13678,8.8,147395,42602,28.9,1
2563,28/09/2020,FOODS_AND_DRINK,19396007,17287,9328,171572,1765656,216877,53955,25232,229036,2290756,4.425,iFood Delivery de Comida e Mercado,42904,4.53,173001,238359,40704,17.1,121373,10975,9.0,116895,29697,25.4,1
2564,29/09/2020,FOODS_AND_DRINK,19393295,17992,9850,172086,1766923,216819,53941,25335,229170,2292188,4.425,iFood Delivery de Comida e Mercado,39791,4.58,148013,199201,37649,18.9,103870,10384,10.0,95251,27234,28.6,1
2565,30/09/2020,FOODS_AND_DRINK,19392402,18548,11625,179693,1767807,216409,54499,25455,229566,2293736,4.425,iFood Delivery de Comida e Mercado,40717,4.51,152059,205964,38178,18.5,108739,9897,9.1,97133,28242,29.1,1
2566,01/10/2020,FOODS_AND_DRINK,19399017,18380,10411,182893,1768634,216594,54519,25509,230015,2295271,4.424,iFood Delivery de Comida e Mercado,42263,4.61,147935,257375,40302,15.7,149431,11075,7.4,107867,29192,27.1,1
2567,02/10/2020,FOODS_AND_DRINK,19445279,18684,21196,222678,1770695,216226,54693,25414,229687,2296715,4.425,iFood Delivery de Comida e Mercado,52972,4.64,148162,295541,50261,17.0,166709,13007,7.8,128738,37216,28.9,1
2568,03/10/2020,FOODS_AND_DRINK,19502626,17419,28355,243025,1772107,216402,54735,25446,230209,2298899,4.424,iFood Delivery de Comida e Mercado,61488,4.62,155818,326586,57889,17.7,179367,14452,8.1,147113,43388,29.5,1
2569,04/10/2020,FOODS_AND_DRINK,19533625,16513,23699,227169,1775031,216524,54643,25487,229447,2301132,4.426,iFood Delivery de Comida e Mercado,59041,4.5,170127,336376,56295,16.7,190694,15793,8.3,145593,40461,27.8,1
2570,05/10/2020,FOODS_AND_DRINK,19511331,17642,8180,169765,1775185,216918,54625,25482,230371,2302581,4.425,iFood Delivery de Comida e Mercado,42473,4.51,165501,284209,40385,14.2,169177,13219,7.8,114959,27136,23.6,1
2571,06/10/2020,FOODS_AND_DRINK,19476037,17939,8519,180185,1776851,216736,54645,25575,230193,2304000,4.426,iFood Delivery de Comida e Mercado,43205,4.6,187010,239020,40993,17.2,139397,12712,9.1,99570,28251,28.4,1
2572,07/10/2020,FOODS_AND_DRINK,19459564,17864,10273,179960,1778253,217093,54816,25626,229608,2305396,4.427,iFood Delivery de Comida e Mercado,42658,4.57,167505,217935,40271,18.5,121227,12465,10.3,96647,27783,28.7,1
2573,08/10/2020,FOODS_AND_DRINK,19450417,17914,16616,177535,1783224,217248,54611,25161,226583,2306827,4.433,iFood Delivery de Comida e Mercado,42444,4.58,157661,245114,40315,16.4,145680,13111,9.0,99368,27176,27.3,1
2574,09/10/2020,FOODS_AND_DRINK,19497796,17971,19726,228281,1784904,217182,54565,25195,226354,2308200,4.434,iFood Delivery de Comida e Mercado,53935,4.58,148835,272847,50799,18.6,149796,14198,9.5,122960,36560,29.7,1
2575,10/10/2020,FOODS_AND_DRINK,19556924,16841,12218,233800,1787394,216936,54547,25152,226127,2310156,4.435,iFood Delivery de Comida e Mercado,58945,4.6,143098,283080,55027,19.4,150020,14368,9.6,132972,40624,30.6,1
2576,11/10/2020,FOODS_AND_DRINK,19605949,16323,10515,223055,1789806,217051,54667,25235,225276,2312035,4.436,iFood Delivery de Comida e Mercado,58322,4.58,147570,271735,54762,20.2,141961,13758,9.7,129683,40969,31.6,1
2577,12/10/2020,FOODS_AND_DRINK,19653173,15154,9861,241419,1791758,217216,54720,25232,224856,2313782,4.437,iFood Delivery de Comida e Mercado,63376,4.51,167648,295360,59102,20.0,153214,14871,9.7,142053,44189,31.1,1
2578,13/10/2020,FOODS_AND_DRINK,19628776,18764,8645,160434,1795636,217726,54915,25312,221839,2315428,4.442,iFood Delivery de Comida e Mercado,38763,4.53,157619,212680,35919,16.9,122285,10793,8.8,90325,25092,27.8,1
2579,14/10/2020,FOODS_AND_DRINK,19613451,18608,9316,167994,1798795,217951,55052,25326,219624,2316748,4.446,iFood Delivery de Comida e Mercado,39474,4.55,153283,222175,36908,16.6,130258,10939,8.4,91858,25938,28.2,1
2580,15/10/2020,FOODS_AND_DRINK,19602580,17816,9817,177048,1800413,218274,55052,25367,218992,2318098,4.448,iFood Delivery de Comida e Mercado,41072,4.56,158676,213540,38291,17.9,118873,11305,9.5,94612,26961,28.5,1
2581,16/10/2020,FOODS_AND_DRINK,19627271,17393,11430,212724,1802036,218517,54986,25371,218627,2319537,4.449,iFood Delivery de Comida e Mercado,50656,4.61,156013,245498,47312,19.3,130307,12278,9.4,115096,34996,30.4,1
2582,17/10/2020,FOODS_AND_DRINK,19674792,17048,11319,233175,1804475,218724,55008,25290,218005,2321502,4.45,iFood Delivery de Comida e Mercado,58265,4.63,154247,288948,54139,18.7,154368,13092,8.5,134470,40996,30.5,1
2583,18/10/2020,FOODS_AND_DRINK,19708102,16463,9964,226431,1807260,218742,55022,25262,217305,2323591,4.452,iFood Delivery de Comida e Mercado,59820,4.57,165621,303672,55927,18.4,166422,14095,8.5,137148,41783,30.5,1
2584,19/10/2020,FOODS_AND_DRINK,19699825,17611,8557,174887,1807635,218579,55127,25363,218200,2324904,4.45,iFood Delivery de Comida e Mercado,43300,4.56,157160,241470,40020,16.6,132222,11569,8.7,109186,28424,26.0,1
2585,20/10/2020,FOODS_AND_DRINK,19697473,17843,8724,170304,1809181,218584,55210,25408,218345,2326728,4.45,iFood Delivery de Comida e Mercado,42400,4.64,145953,213051,39055,18.3,115494,11274,9.8,97490,27751,28.5,1
2586,21/10/2020,FOODS_AND_DRINK,19690586,16852,8565,163445,1811953,218808,55262,25445,217463,2328931,4.452,iFood Delivery de Comida e Mercado,39255,4.65,143021,199316,36517,18.3,110616,10761,9.7,88630,25726,29.0,1
2587,22/10/2020,FOODS_AND_DRINK,19675626,16306,8866,164708,1814864,219448,55424,25402,216309,2331447,4.455,iFood Delivery de Comida e Mercado,39523,4.7,155169,211810,36548,17.3,121444,10639,8.8,90290,25876,28.7,1
2588,23/10/2020,FOODS_AND_DRINK,19662284,16614,9868,248537,1819823,221286,55886,25105,214143,2336243,4.459,iFood Delivery de Comida e Mercado,51436,4.74,227540,250699,47109,18.8,130180,12191,9.4,120420,34879,29.0,1
2589,24/10/2020,FOODS_AND_DRINK,19766893,16177,10856,302737,1831977,225732,56655,24940,207150,2346454,4.47,iFood Delivery de Comida e Mercado,61493,4.75,164426,295200,55615,18.8,156122,13420,8.6,138941,42141,30.3,1
2590,25/10/2020,FOODS_AND_DRINK,19785803,15610,9651,225177,1855494,233270,57714,24092,191544,2362114,4.497,iFood Delivery de Comida e Mercado,57416,4.75,179646,303099,52714,17.4,158943,13083,8.2,144050,39582,27.5,1
2591,26/10/2020,FOODS_AND_DRINK,19722549,16750,8743,175127,1868108,236897,58793,23537,186385,2373720,4.507,iFood Delivery de Comida e Mercado,40419,4.76,212562,222294,36809,16.6,123804,10494,8.5,98432,26295,26.7,1
2592,27/10/2020,FOODS_AND_DRINK,19752160,17982,10306,229328,1881200,241170,59988,22479,181889,2386726,4.516,iFood Delivery de Comida e Mercado,39165,4.76,171118,199029,35119,17.6,111075,10087,9.1,87900,25010,28.5,1
2593,28/10/2020,FOODS_AND_DRINK,19761399,20501,11285,177821,1913233,248857,61919,21775,156967,2402751,4.556,iFood Delivery de Comida e Mercado,39949,4.76,144402,208250,36503,17.5,112277,9919,8.8,95973,26584,27.7,1
2594,29/10/2020,FOODS_AND_DRINK,19764772,19718,11264,169308,1932750,256001,62991,20761,148871,2421374,4.571,iFood Delivery de Comida e Mercado,37942,4.77,142621,217994,34353,15.8,109997,7216,6.6,107942,27117,25.1,1
2595,30/10/2020,FOODS_AND_DRINK,19818178,17285,12403,227734,1960773,267060,64816,19071,136407,2448127,4.592,iFood Delivery de Comida e Mercado,52922,4.77,149745,256903,47547,18.5,117598,9264,7.9,139218,38244,27.5,1
2596,31/10/2020,FOODS_AND_DRINK,19888784,15359,11017,245685,1993786,282109,66235,17138,120788,2480056,4.617,iFood Delivery de Comida e Mercado,61220,4.77,150570,0,0,0.0,0,0,0.0,90220,25877,28.7,1
2597,01/11/2020,FOODS_AND_DRINK,19918005,13663,8999,226349,2066358,302953,70560,15866,58394,2514131,4.712,iFood Delivery de Comida e Mercado,58475,4.76,174618,0,0,0.0,0,0,0.0,120420,34894,29.0,1
2685,27/08/2019,FINANCE,2105093,8193,51609,35518,124818,13598,6534,5163,22224,172337,4.24,"Banco Inter: Cartões, compras, investimentos e +",16754,4.15,24581,55973,15660,28.0,36761,7458,20.3,19141,8172,42.7,17
2753,03/11/2019,FINANCE,2440667,8761,21847,28054,130716,16279,9671,8676,38313,203655,3.945,"Banco Inter: Cartões, compras, investimentos e +",11788,3.64,22489,40806,10933,26.8,24478,5217,21.3,16328,5716,35.0,16
2754,04/11/2019,FINANCE,2451340,9625,34322,43616,129568,16369,9862,8810,39217,203826,3.924,"Banco Inter: Cartões, compras, investimentos e +",17278,3.95,26609,52351,16160,30.9,29539,7141,24.2,22812,9019,39.5,17
2755,05/11/2019,FINANCE,2460878,9035,33305,42208,126391,15984,9625,8572,38200,198772,3.925,"Banco Inter: Cartões, compras, investimentos e +",19105,3.93,26836,65885,18059,27.4,39905,8460,21.2,25929,9587,37.0,16
2756,06/11/2019,FINANCE,2467636,8634,27462,41400,129188,16512,9855,8849,39183,203587,3.922,"Banco Inter: Cartões, compras, investimentos e +",18233,3.98,28308,62524,17057,27.3,38477,7889,20.5,24047,9168,38.1,15
2757,07/11/2019,FINANCE,2472535,8333,27078,41139,128252,16408,9821,8753,38969,202203,3.921,"Banco Inter: Cartões, compras, investimentos e +",19107,4.29,29967,71955,17995,25.0,43554,8601,19.7,28401,9394,33.1,15
2758,08/11/2019,FINANCE,2479687,8563,27615,44186,130365,16689,10227,9139,40334,206754,3.907,"Banco Inter: Cartões, compras, investimentos e +",18771,4.28,30526,80571,17580,21.8,49766,9093,18.3,30805,8487,27.6,16
2759,09/11/2019,FINANCE,2478909,8044,13018,30392,91082,11492,7018,6354,27962,143908,3.913,"Banco Inter: Cartões, compras, investimentos e +",12975,4.11,25512,63897,12155,19.0,42159,6398,15.2,21738,5757,26.5,15
2760,10/11/2019,FINANCE,2481626,8022,8807,30465,118221,14814,8761,8142,35619,185557,3.926,"Banco Inter: Cartões, compras, investimentos e +",15297,3.87,23107,70127,14457,20.6,47812,8136,17.0,22315,6321,28.3,15
2761,11/11/2019,FINANCE,2490841,8131,20691,46342,130870,16449,9746,9082,39333,205480,3.927,"Banco Inter: Cartões, compras, investimentos e +",21823,4.17,30233,74541,20321,27.3,45611,10143,22.2,28874,10155,35.2,14
2762,12/11/2019,FINANCE,2497542,7853,28707,44947,128161,16151,9521,8939,38572,201344,3.926,"Banco Inter: Cartões, compras, investimentos e +",21020,3.76,31171,69851,19648,28.1,42990,9953,23.2,26804,9670,36.1,13
2763,13/11/2019,FINANCE,2501089,7822,23648,40803,128493,16199,9606,8906,38611,201815,3.927,"Banco Inter: Cartões, compras, investimentos e +",17735,3.89,30705,66751,16647,24.9,41425,7900,19.1,25326,8747,34.5,12
2764,14/11/2019,FINANCE,2502423,7936,27843,38652,130902,16409,9721,9110,39122,205264,3.93,"Banco Inter: Cartões, compras, investimentos e +",16053,3.8,31062,63100,14803,23.5,38263,6764,17.7,24837,8039,32.4,14
2765,15/11/2019,FINANCE,2501649,7543,12704,32014,133461,16907,10041,9408,40097,209914,3.925,"Banco Inter: Cartões, compras, investimentos e +",14894,3.32,27370,63729,13977,21.9,41606,7014,16.9,22123,6963,31.5,14
2766,16/11/2019,FINANCE,2499497,7109,23913,27158,133387,16890,10154,9420,40296,210147,3.921,"Banco Inter: Cartões, compras, investimentos e +",12902,3.38,24696,59615,12126,20.3,37456,5930,15.8,22159,6196,28.0,16
2767,17/11/2019,FINANCE,2499042,7145,7042,26278,132758,17016,10169,9517,40879,210339,3.909,"Banco Inter: Cartões, compras, investimentos e +",13641,3.55,22493,71595,18973,26.5,36691,7210,19.7,34904,11763,33.7,16
2768,18/11/2019,FINANCE,2505933,8449,28442,42366,132324,17009,10245,9613,41315,210506,3.9,"Banco Inter: Cartões, compras, investimentos e +",18964,3.63,28778,66742,17581,26.3,35774,7465,20.9,30917,10100,32.7,15
2769,19/11/2019,FINANCE,2512150,8124,35550,43919,132235,17097,10322,9679,41672,211005,3.894,"Banco Inter: Cartões, compras, investimentos e +",18346,3.59,30708,62755,16872,26.9,33053,6826,20.7,29702,10046,33.8,15
