Data,Category,Ativos,ANR,Falhas,Views,Instalações,Visibility,Total Reviews,Rate,fiveStars,fourStars,threeStars,twoStars,oneStar,total,score,poisition,App,Aquisição de Usuários,Nota Média,Desinstalações,Visualizações,Instalações Unicas,Conversão
2020-04-15,LIFESTYLE,61956,8,261,,902,,,,1562,181,70,20,50,1883,"4,69",129,WINE: Comprar vinhos online,714,"4,63",536,1260,634,50.3%
2020-04-16,LIFESTYLE,62234,7,234,,882,,,,1557,202,70,20,50,1899,"4,681",127,WINE: Comprar vinhos online,693,"4,5",545,1374,648,47.2%
2020-04-17,LIFESTYLE,62588,6,213,,960,,,,1564,203,71,20,50,1908,"4,681",122,WINE: Comprar vinhos online,747,"4,76",518,1384,681,49.2%
2020-04-18,LIFESTYLE,62663,5,161,,967,,,,1582,192,60,20,71,1925,"4,658",115,WINE: Comprar vinhos online,693,"4,93",774,1249,625,50.0%
2020-04-19,LIFESTYLE,62964,10,124,,1.091,,,,1587,212,50,20,70,1939,"4,661",109,WINE: Comprar vinhos online,582,"4,83",738,1066,536,50.3%
2020-04-20,LIFESTYLE,63312,12,132,,980,,,,1619,201,50,20,60,1950,"4,691",113,WINE: Comprar vinhos online,639,"4,53",583,1193,595,49.9%
2020-04-21,LIFESTYLE,63729,6,134,,1.079,,,,1632,202,50,20,60,1964,"4,691",113,WINE: Comprar vinhos online,835,"4,9",591,1689,794,47.0%
2020-04-22,LIFESTYLE,64037,6,129,,945,,,,1602,211,60,20,80,1973,"4,638",113,WINE: Comprar vinhos online,741,"4,67",538,1599,685,42.8%
2020-04-23,LIFESTYLE,64468,6,155,,1.008,,,,1592,231,60,20,80,1983,"4,629",99,WINE: Comprar vinhos online,828,"4,75",577,1825,769,42.1%
2020-04-24,LIFESTYLE,64820,16,142,,1.051,,,,1635,212,60,10,80,1997,"4,657",110,WINE: Comprar vinhos online,867,"4,92",623,2014,797,39.6%
2020-04-25,LIFESTYLE,65124,7,172,,1.048,,,,1626,222,70,0,90,2008,"4,638",89,WINE: Comprar vinhos online,864,"4,11",629,2031,815,40.1%
2020-04-26,LIFESTYLE,65488,17,121,,908,,,,1628,231,70,0,90,2019,"4,637",92,WINE: Comprar vinhos online,795,"4,63",556,1998,758,37.9%
2020-04-27,LIFESTYLE,65778,13,129,,1.001,,,,1621,261,60,0,90,2032,"4,634",91,WINE: Comprar vinhos online,805,4,591,2085,746,35.8%
2020-04-28,LIFESTYLE,66145,7,140,,988,,,,1613,272,60,0,100,2045,"4,611",98,WINE: Comprar vinhos online,786,"4,5",634,1745,736,42.2%
2020-04-29,LIFESTYLE,66332,9,119,,800,,,,1587,301,50,0,110,2048,"4,588",100,WINE: Comprar vinhos online,633,"4,29",564,1174,571,48.6%
2020-04-30,LIFESTYLE,66615,17,154,,829,,,,1590,322,50,0,100,2062,"4,6",92,WINE: Comprar vinhos online,627,"4,91",508,1244,597,48.0%
2020-05-01,LIFESTYLE,67018,10,152,,1.041,,,,1598,313,50,0,111,2072,"4,585",114,WINE: Comprar vinhos online,868,"4,53",590,1590,789,49.6%
2020-05-02,LIFESTYLE,67250,3,127,,799,,,,1635,302,40,0,111,2088,"4,604",119,WINE: Comprar vinhos online,651,5,539,1350,604,44.7%
2020-05-03,LIFESTYLE,67522,3,129,,813,,,,1654,290,40,0,110,2094,"4,612",119,WINE: Comprar vinhos online,685,"4,78",516,1331,644,48.4%
2020-05-04,LIFESTYLE,67743,7,120,,798,,,,1661,292,40,0,110,2103,"4,612",122,WINE: Comprar vinhos online,623,"4,2",510,1098,539,49.1%
2020-05-05,LIFESTYLE,68066,1,147,,945,,,,1682,292,40,0,100,2114,"4,633",131,WINE: Comprar vinhos online,710,"4,71",503,1261,627,49.7%
2020-05-06,LIFESTYLE,68493,10,136,,1.057,,,,1688,293,40,0,101,2122,"4,633",135,WINE: Comprar vinhos online,839,"4,75",580,1524,767,50.3%
2020-05-07,LIFESTYLE,68920,6,142,,1.108,,,,1688,291,40,0,110,2129,"4,618",122,WINE: Comprar vinhos online,889,"4,64",611,1672,819,49.0%
2020-05-08,LIFESTYLE,69268,6,124,,1.000,,,,1679,313,40,0,111,2143,"4,608",114,WINE: Comprar vinhos online,791,5,574,1491,717,48.1%
2020-05-09,LIFESTYLE,69675,3,100,,1.072,,,,1680,311,40,10,110,2151,"4,598",101,WINE: Comprar vinhos online,825,"4,69",636,1505,770,51.2%
2020-05-10,LIFESTYLE,69868,15,122,,1.136,,,,1693,312,40,10,110,2165,"4,6",94,WINE: Comprar vinhos online,694,"4,67",892,1332,634,47.6%
2020-05-11,LIFESTYLE,70249,3,102,,1.224,,,,1707,303,30,20,121,2181,"4,583",105,WINE: Comprar vinhos online,655,"4,89",658,1188,615,51.8%
2020-05-12,LIFESTYLE,70669,3,102,,1.087,,,,1698,321,30,30,110,2189,"4,583",113,WINE: Comprar vinhos online,778,"4,65",600,1427,724,50.7%
2020-05-13,LIFESTYLE,70987,4,103,,1.055,,,,1735,302,30,30,111,2208,"4,594",113,WINE: Comprar vinhos online,747,"4,8",635,1420,675,47.5%
2020-05-14,LIFESTYLE,71469,5,102,,1.014,,,,1738,321,10,30,120,2219,"4,588",118,WINE: Comprar vinhos online,777,"4,88",546,1378,711,51.6%
2020-05-15,LIFESTYLE,71769,8,126,,1.026,,,,1734,332,10,30,121,2227,"4,584",114,WINE: Comprar vinhos online,806,"4,33",579,1535,753,49.1%
2020-05-16,LIFESTYLE,72124,5,116,,1.045,,,,1748,333,10,30,121,2242,"4,586",114,WINE: Comprar vinhos online,837,"4,57",598,1473,763,51.8%
2020-05-17,LIFESTYLE,72506,8,82,,1.019,,,,1778,291,20,40,120,2249,"4,585",102,WINE: Comprar vinhos online,818,5,581,1432,751,52.4%
2020-05-18,LIFESTYLE,72499,3,122,,1.002,,,,1760,301,40,40,120,2261,"4,564",94,WINE: Comprar vinhos online,701,5,941,1176,660,56.1%
2020-05-19,LIFESTYLE,73937,11,154,,2.413,,,,1829,261,40,40,100,2270,"4,619",99,WINE: Comprar vinhos online,1.542,"4,78",959,2370,1440,60.8%
2020-05-20,LIFESTYLE,76063,19,301,,3.483,,,,1840,262,40,40,101,2283,"4,619",102,WINE: Comprar vinhos online,2.748,"4,78",1.159,3905,2614,66.9%
2020-05-21,LIFESTYLE,77423,10,223,,2.425,,,,1933,257,30,41,82,2343,"4,671",75,WINE: Comprar vinhos online,1.929,"4,7",983,2938,1799,61.2%
2020-05-22,LIFESTYLE,78202,10,194,,1.981,,,,1972,256,20,51,82,2381,"4,672",50,WINE: Comprar vinhos online,1.580,"4,74",1.053,2526,1485,58.8%
2020-05-23,LIFESTYLE,79171,10,166,,2.331,,,,2004,274,20,50,61,2409,"4,705",46,WINE: Comprar vinhos online,1.644,"4,7",1.266,2638,1548,58.7%
2020-05-24,LIFESTYLE,80503,12,177,,2.478,,,,1997,324,30,30,60,2441,"4,705",45,WINE: Comprar vinhos online,1.679,"4,82",1.073,2798,1584,56.6%
2020-05-25,LIFESTYLE,81798,7,154,,2.200,,,,2022,338,30,30,71,2491,"4,687",45,WINE: Comprar vinhos online,1.603,"4,44",868,2507,1486,59.3%
2020-05-26,LIFESTYLE,82112,14,140,,1.314,,,,2109,326,30,20,50,2535,"4,743",47,WINE: Comprar vinhos online,960,"4,79",822,1504,909,60.4%
2020-05-27,LIFESTYLE,82413,2,145,,1.085,,,,2039,393,20,20,80,2552,"4,68",45,WINE: Comprar vinhos online,812,"4,62",712,1275,757,59.4%
2020-05-28,LIFESTYLE,82812,8,127,,1.112,,,,2032,414,20,20,80,2566,"4,673",52,WINE: Comprar vinhos online,889,"4,83",650,1489,831,55.8%
2020-05-29,LIFESTYLE,83492,5,127,,1.311,,,,2035,423,30,20,70,2578,"4,68",62,WINE: Comprar vinhos online,1.024,"4,29",584,1769,914,51.7%
2020-05-30,LIFESTYLE,83812,5,110,,1.136,,,,2027,446,30,20,70,2593,"4,672",77,WINE: Comprar vinhos online,946,"4,8",713,1612,877,54.4%
2020-05-31,LIFESTYLE,84288,9,96,,1.159,,,,,,,,,,,79,WINE: Comprar vinhos online,929,"4,92",632,1550,848,54.7%
2020-06-01,LIFESTYLE,84579,5,109,,1.019,,,,,,,,,,,75,WINE: Comprar vinhos online,798,"4,86",651,1341,737,55.0%
2020-06-02,LIFESTYLE,84834,2,115,,999,,,,2066,433,30,10,90,2629,"4,663",79,WINE: Comprar vinhos online,756,"4,27",671,1361,720,52.9%
2020-06-03,LIFESTYLE,85123,7,114,,938,,,,2090,432,30,10,80,2642,"4,681",83,WINE: Comprar vinhos online,742,"4,57",618,1247,685,54.9%
2020-06-04,LIFESTYLE,85431,4,129,,955,,,,2087,421,30,20,90,2648,"4,659",93,WINE: Comprar vinhos online,756,"4,58",622,1467,705,48.1%
2020-06-05,LIFESTYLE,85778,7,133,,1.132,,,,2090,432,30,20,90,2662,"4,657",93,WINE: Comprar vinhos online,872,"4,55",655,1937,830,42.8%
2020-06-06,LIFESTYLE,86135,5,114,,1.068,,,,2090,422,40,30,90,2672,"4,643",107,WINE: Comprar vinhos online,844,"4,56",648,1636,798,48.8%
2020-06-07,LIFESTYLE,86358,11,106,,985,,,,2090,411,40,30,110,2681,"4,618",90,WINE: Comprar vinhos online,806,"4,57",704,1565,723,46.2%
2020-06-08,LIFESTYLE,86563,6,92,,926,,,,2122,402,30,30,110,2694,"4,631",85,WINE: Comprar vinhos online,721,"4,73",675,1290,675,52.3%
2020-06-09,LIFESTYLE,86581,-,126,,1.396,,,,2102,422,30,30,120,2704,"4,61",93,WINE: Comprar vinhos online,998,"4,31",1.256,2016,954,47.3%
2020-06-10,LIFESTYLE,87037,13,134,,1.681,,,,2127,403,40,30,120,2720,"4,611",92,WINE: Comprar vinhos online,838,"4,82",1.056,1626,781,48.0%
2020-06-11,LIFESTYLE,87528,8,135,,1.364,,,,2138,393,50,30,131,2742,"4,596",84,WINE: Comprar vinhos online,909,"4,91",832,1761,840,47.7%
2020-06-12,LIFESTYLE,87813,5,97,,1.072,,,,2163,392,50,30,120,2755,"4,613",85,WINE: Comprar vinhos online,751,"4,36",652,1733,705,40.7%
2020-06-13,LIFESTYLE,88039,7,105,,1.064,,,,2143,402,60,30,130,2765,"4,589",86,WINE: Comprar vinhos online,812,"4,9",715,1689,761,45.1%
2020-06-14,LIFESTYLE,88229,8,100,,948,,,,2143,402,70,30,130,2775,"4,583",90,WINE: Comprar vinhos online,772,"4,38",773,1739,708,40.7%
2020-06-15,LIFESTYLE,88409,5,120,,1.066,,,,2166,403,70,20,130,2789,"4,596",90,WINE: Comprar vinhos online,815,"4,69",780,1625,756,46.5%
2020-06-16,LIFESTYLE,88678,7,150,,1.085,,,,,,,,,,,94,WINE: Comprar vinhos online,805,"4,47",686,1621,754,46.5%
2020-06-17,LIFESTYLE,88249,7,114,,86,,,,2206,392,90,20,110,2818,"4,618",97,WINE: Comprar vinhos online,20,-,461,507,50,9.9%
2020-06-18,LIFESTYLE,87926,3,93,,31,,,,,,,,,,,200+,WINE: Comprar vinhos online,-,-,396,384,53,13.8%
2020-06-19,LIFESTYLE,87774,14,98,,940,,,,,,,,,,,200+,WINE: Comprar vinhos online,572,"4,83",1.004,1485,538,36.2%
2020-06-20,LIFESTYLE,88364,16,91,,1.586,,,,2204,412,90,20,110,2836,"4,613",200+,WINE: Comprar vinhos online,735,"4,2",821,2534,693,27.3%
2020-06-21,LIFESTYLE,88674,13,69,,1.078,,,,2213,420,80,20,110,2843,"4,62",200+,WINE: Comprar vinhos online,649,"4,75",683,1778,609,34.3%
2020-06-22,LIFESTYLE,88843,6,99,,890,,,,2231,402,80,20,120,2853,"4,613",149,WINE: Comprar vinhos online,577,"4,63",630,1165,516,44.3%
2020-06-23,LIFESTYLE,89056,5,70,,883,,,,2251,371,90,20,130,2862,"4,604",138,WINE: Comprar vinhos online,606,"4,36",543,1228,567,46.2%
2020-06-24,LIFESTYLE,89285,8,96,,843,,,,2245,402,90,20,120,2877,"4,608",123,WINE: Comprar vinhos online,601,"3,6",507,1205,555,46.1%
2020-06-25,LIFESTYLE,89718,10,136,,1.082,,,,2247,401,90,30,120,2888,"4,601",121,WINE: Comprar vinhos online,802,"4,73",581,1474,738,50.1%
2020-06-26,LIFESTYLE,90133,12,99,,932,,,,2247,393,90,30,151,2911,"4,564",122,WINE: Comprar vinhos online,717,"4,74",525,1398,680,48.6%
2020-06-27,LIFESTYLE,90450,8,100,,912,,,,2226,413,110,30,151,2930,"4,546",116,WINE: Comprar vinhos online,706,"4,88",511,1400,650,46.4%
2020-06-28,LIFESTYLE,90777,7,103,,947,,,,2265,392,110,20,161,2948,"4,553",109,WINE: Comprar vinhos online,765,"4,61",619,1328,674,50.8%
2020-06-29,LIFESTYLE,90806,5,79,,834,,,,2315,372,110,10,161,2968,"4,573",101,WINE: Comprar vinhos online,617,"4,64",590,1124,576,51.2%
2020-06-30,LIFESTYLE,90876,8,93,,897,,,,2289,421,110,10,150,2980,"4,572",103,WINE: Comprar vinhos online,557,"4,45",805,1165,516,44.3%
2020-07-01,LIFESTYLE,91335,7,107,,1.067,,,,2310,401,110,10,160,2991,"4,567",100,WINE: Comprar vinhos online,646,"4,55",540,1207,593,49.1%
2020-07-02,LIFESTYLE,91486,11,89,,856,,,,2319,431,90,20,140,3000,"4,589",114,WINE: Comprar vinhos online,639,"4,29",550,1198,604,50.4%
2020-07-03,LIFESTYLE,91815,4,84,,850,,,,2347,431,80,20,130,3008,"4,61",121,WINE: Comprar vinhos online,658,"4,71",432,1216,605,49.8%
2020-07-04,LIFESTYLE,92102,5,85,,819,,,,2342,442,70,20,140,3014,"4,6",103,WINE: Comprar vinhos online,640,5,536,1282,623,48.6%
2020-07-05,LIFESTYLE,92325,9,70,,817,,,,2353,442,80,20,130,3025,"4,608",94,WINE: Comprar vinhos online,656,"4,4",551,1269,632,49.8%
2020-07-06,LIFESTYLE,92405,2,85,,773,,,,2394,422,70,20,130,3036,"4,623",98,WINE: Comprar vinhos online,552,"4,23",560,1231,533,43.3%
2020-07-07,LIFESTYLE,92540,5,91,,743,,,,2375,452,70,20,130,3047,"4,614",104,WINE: Comprar vinhos online,523,"4,25",484,1015,499,49.2%
2020-07-08,LIFESTYLE,92736,5,75,,768,,,,2377,433,80,20,151,3061,"4,589",115,WINE: Comprar vinhos online,556,"4,45",552,1049,526,50.1%
2020-07-09,LIFESTYLE,93207,6,107,,1.086,,,,2373,442,70,30,160,3075,"4,572",115,WINE: Comprar vinhos online,765,"4,95",543,1452,757,52.1%
2020-07-10,LIFESTYLE,93476,25,116,,911,,,,2359,453,70,30,181,3093,"4,544",116,WINE: Comprar vinhos online,683,"4,95",574,1162,648,55.8%
2020-07-11,LIFESTYLE,93779,5,90,,865,,,,2411,443,60,30,171,3115,"4,57",113,WINE: Comprar vinhos online,693,"4,8",508,1206,656,54.4%
2020-07-12,LIFESTYLE,93925,9,76,,739,,,,2476,392,50,30,181,3129,"4,582",104,WINE: Comprar vinhos online,560,5,531,1014,528,52.1%
2020-07-13,LIFESTYLE,94164,6,79,,815,,,,2496,390,50,30,170,3136,"4,597",101,WINE: Comprar vinhos online,552,"4,5",552,1038,492,47.4%
2020-07-14,LIFESTYLE,94332,3,92,,871,,,,2523,372,50,30,170,3145,"4,604",102,WINE: Comprar vinhos online,628,"4,69",512,1055,573,54.3%
2020-07-15,LIFESTYLE,94551,6,113,,851,,,,2516,382,60,30,171,3159,"4,596",113,WINE: Comprar vinhos online,584,"4,92",490,1455,540,37.1%
2020-07-16,LIFESTYLE,94790,5,79,,768,,,,2538,382,50,30,171,3171,"4,603",130,WINE: Comprar vinhos online,559,"4,67",497,1235,529,42.8%
2020-07-17,LIFESTYLE,94951,5,79,,689,,,,2581,351,50,30,170,3182,"4,615",117,WINE: Comprar vinhos online,509,5,422,1176,489,41.6%
2020-07-18,LIFESTYLE,95125,9,101,,742,,,,2609,351,50,30,150,3190,"4,642",116,WINE: Comprar vinhos online,572,"4,64",521,1239,528,42.6%
2020-07-19,LIFESTYLE,95151,4,90,,684,,,,2659,331,50,20,140,3200,"4,671",122,WINE: Comprar vinhos online,546,"4,77",541,1225,496,40.5%
2020-07-20,LIFESTYLE,95444,10,88,,831,,,,2680,332,60,20,120,3212,"4,69",126,WINE: Comprar vinhos online,637,"4,8",569,1502,622,41.4%
2020-07-21,LIFESTYLE,95593,6,134,,887,,,,2700,331,50,20,120,3221,"4,698",129,WINE: Comprar vinhos online,652,5,596,1440,652,45.3%
2020-07-22,LIFESTYLE,95789,9,112,,871,,,,2705,341,50,20,120,3236,"4,696",118,WINE: Comprar vinhos online,646,"4,55",604,1440,652,45.3%
2020-07-23,LIFESTYLE,96090,6,129,,1.022,,,,2715,331,60,20,120,3246,"4,693",117,WINE: Comprar vinhos online,731,"4,86",589,1440,652,45.3%
2020-07-24,LIFESTYLE,96471,12,115,,862,,,,2735,333,60,20,121,3269,"4,694",113,WINE: Comprar vinhos online,667,"4,64",542,1440,652,45.3%
2020-07-25,LIFESTYLE,96746,12,130,,857,,,,2750,332,60,20,120,3282,"4,696",107,WINE: Comprar vinhos online,667,5,497,1351,635,47.0%
2020-07-26,LIFESTYLE,96972,9,170,,800,,,,2742,331,70,20,130,3293,"4,68",95,WINE: Comprar vinhos online,653,"4,88",581,1335,626,46.9%
2020-07-27,LIFESTYLE,97004,10,134,,818,,,,2769,331,70,20,110,3300,"4,705",90,WINE: Comprar vinhos online,562,"4,83",621,1349,535,39.7%
2020-07-28,LIFESTYLE,97097,9,143,,805,,,,2780,331,70,20,110,3311,"4,706",100,WINE: Comprar vinhos online,584,5,596,1228,572,46.6%
2020-07-29,LIFESTYLE,97285,5,119,,805,,,,2821,321,70,10,100,3322,"4,731",91,WINE: Comprar vinhos online,603,"4,67",541,1266,578,45.7%
2020-07-30,LIFESTYLE,97409,9,106,,789,,,,2847,311,70,10,100,3338,"4,735",122,WINE: Comprar vinhos online,571,"4,43",612,1181,540,45.7%
2020-07-31,LIFESTYLE,97799,18,133,,1.029,,,,2853,321,60,10,100,3344,"4,739",119,WINE: Comprar vinhos online,758,"4,77",538,1423,729,51.2%
2020-08-01,LIFESTYLE,98199,17,103,,957,,,,2836,351,60,10,100,3357,"4,731",124,WINE: Comprar vinhos online,751,"4,8",554,1774,745,42.0%
2020-08-02,LIFESTYLE,98519,6,113,,939,,,,2835,372,60,10,90,3367,"4,737",114,WINE: Comprar vinhos online,775,"4,75",599,1820,740,40.7%
2020-08-03,LIFESTYLE,98738,12,112,,865,,,,2854,381,60,10,70,3375,"4,759",95,WINE: Comprar vinhos online,638,"4,44",569,1915,616,32.2%
2020-08-04,LIFESTYLE,99184,5,110,,1.195,,,,2858,392,60,10,70,3390,"4,757",90,WINE: Comprar vinhos online,967,"4,62",652,2816,925,32.8%
2020-01-01,SHOPPING,201554,12,25,,4.730,,,,3585,461,180,130,361,4717,"4,436",31,Época Cosméticos: Comprar Maquiagem e Perfumes,3.811,"4,83",3.884,20031,3585,17.9%
2020-01-02,SHOPPING,203031,16,20,,6.486,,,,3609,452,180,140,351,4732,"4,442",30,Época Cosméticos: Comprar Maquiagem e Perfumes,5.208,"3,57",5.164,26774,4776,17.8%
2020-01-03,SHOPPING,204509,24,28,,6.802,,,,3605,472,180,140,341,4738,"4,447",32,Época Cosméticos: Comprar Maquiagem e Perfumes,5.460,"3,71",5.538,35600,5082,14.3%
2020-01-04,SHOPPING,206900,27,15,,8.005,,,,3582,481,180,160,341,4744,"4,433",32,Época Cosméticos: Comprar Maquiagem e Perfumes,6.601,"4,82",5.462,66390,6165,9.3%
2020-01-05,SHOPPING,208729,32,16,,7.505,,,,3589,482,180,160,341,4752,"4,433",29,Época Cosméticos: Comprar Maquiagem e Perfumes,6.195,"4,91",5.556,44540,5649,12.7%
2020-01-06,SHOPPING,208729,28,17,,4.950,,,,3598,483,181,161,342,4765,"4,433",29,Época Cosméticos: Comprar Maquiagem e Perfumes,3.726,"4,27",4.786,20245,3374,16.7%
2020-01-07,SHOPPING,207636,27,29,,2.886,,,,3587,512,180,170,331,4780,"4,433",30,Época Cosméticos: Comprar Maquiagem e Perfumes,1.954,"4,11",3.794,11141,1813,16.3%
2020-01-08,SHOPPING,206624,25,28,,3.321,,,,3577,522,180,170,341,4790,"4,423",36,Época Cosméticos: Comprar Maquiagem e Perfumes,2.154,"4,45",4.098,12407,2002,16.1%
2020-01-09,SHOPPING,205938,36,60,,3.564,,,,3606,493,181,161,372,4813,"4,412",39,Época Cosméticos: Comprar Maquiagem e Perfumes,2.285,"4,38",4.040,12048,2085,17.3%
2020-01-10,SHOPPING,205854,46,43,,3.829,,,,3607,482,190,160,381,4820,"4,404",38,Época Cosméticos: Comprar Maquiagem e Perfumes,2.670,"4,46",3.801,10983,2463,22.4%
2020-01-11,SHOPPING,206358,26,34,,3.698,,,,3592,531,170,160,381,4834,"4,405",40,Época Cosméticos: Comprar Maquiagem e Perfumes,2.687,"4,73",3.462,10783,2406,22.3%
2020-01-12,SHOPPING,206497,46,43,,5.022,,,,3585,532,180,160,391,4848,"4,393",41,Época Cosméticos: Comprar Maquiagem e Perfumes,3.760,"4,15",4.344,14150,3416,24.1%
2020-01-13,SHOPPING,206342,27,23,,3.930,,,,3597,512,180,180,391,4860,"4,386",38,Época Cosméticos: Comprar Maquiagem e Perfumes,2.829,"3,5",3.878,11525,2578,22.4%
2020-01-14,SHOPPING,206430,28,28,,4.068,,,,3567,522,200,180,401,4870,"4,369",39,Época Cosméticos: Comprar Maquiagem e Perfumes,2.937,"4,55",3.754,13433,2679,19.9%
2020-01-15,SHOPPING,205422,29,21,,3.143,,,,3577,523,201,181,403,4885,"4,369",39,Época Cosméticos: Comprar Maquiagem e Perfumes,2.257,"4,29",4.037,10221,2015,19.7%
2020-01-16,SHOPPING,204576,27,30,,2.594,,,,3582,524,201,181,403,4891,"4,369",41,Época Cosméticos: Comprar Maquiagem e Perfumes,1.757,"4,56",3.309,8551,1629,19.1%
2020-01-17,SHOPPING,203544,39,88,,2.230,,,,3590,525,202,182,404,4903,"4,369",47,Época Cosméticos: Comprar Maquiagem e Perfumes,1.484,"3,64",3.060,6776,1340,19.8%
2020-01-18,SHOPPING,203061,31,67,,2.353,,,,3541,531,190,200,451,4913,"4,324",48,Época Cosméticos: Comprar Maquiagem e Perfumes,1.598,"4,77",2.775,7156,1483,20.7%
2020-01-19,SHOPPING,202493,29,65,,2.649,,,,3502,551,190,200,481,4924,"4,297",52,Época Cosméticos: Comprar Maquiagem e Perfumes,1.899,"4,5",3.076,7680,1696,22.1%
2020-01-20,SHOPPING,201953,33,36,,2.742,,,,3501,551,200,200,481,4933,"4,295",51,Época Cosméticos: Comprar Maquiagem e Perfumes,1.939,"4,54",3.170,7784,1775,22.8%
2020-01-21,SHOPPING,201470,28,35,,2.813,,,,3525,542,200,210,472,4949,"4,3",51,Época Cosméticos: Comprar Maquiagem e Perfumes,1.978,"4,27",3.260,8487,1823,21.5%
2020-01-22,SHOPPING,200548,38,20,,2.533,,,,3535,542,190,210,482,4959,"4,298",51,Época Cosméticos: Comprar Maquiagem e Perfumes,1.743,"4,67",3.270,7243,1579,21.8%
2020-01-23,SHOPPING,199873,24,35,,2.347,,,,3529,563,181,211,492,4976,"4,291",52,Época Cosméticos: Comprar Maquiagem e Perfumes,1.549,5,3.001,6564,1403,21.4%
2020-01-24,SHOPPING,199329,27,39,,2.372,,,,3534,563,181,211,493,4982,"4,291",52,Época Cosméticos: Comprar Maquiagem e Perfumes,1.616,"4,78",2.735,7398,1524,20.6%
2020-01-25,SHOPPING,199149,20,52,,2.615,,,,3517,591,190,210,480,4988,"4,293",56,Época Cosméticos: Comprar Maquiagem e Perfumes,1.799,"3,67",2.660,7695,1640,21.3%
2020-01-26,SHOPPING,199217,22,62,,2.969,,,,3543,612,180,190,471,4996,"4,313",56,Época Cosméticos: Comprar Maquiagem e Perfumes,2.139,"3,86",2.796,9124,1962,21.5%
2020-01-27,SHOPPING,198986,35,55,,2.964,,,,3531,622,180,190,481,5004,"4,305",55,Época Cosméticos: Comprar Maquiagem e Perfumes,2.057,"4,56",3.147,9220,1886,20.5%
2020-01-28,SHOPPING,198900,23,36,,3.160,,,,3521,611,190,190,501,5013,"4,288",49,Época Cosméticos: Comprar Maquiagem e Perfumes,2.200,"4,33",3.173,8643,2021,23.4%
2020-01-29,SHOPPING,198703,36,46,,2.926,,,,3565,612,200,170,482,5029,"4,313",47,Época Cosméticos: Comprar Maquiagem e Perfumes,1.985,"4,71",3.007,7806,1839,23.6%
2020-01-30,SHOPPING,198490,36,41,,2.782,,,,3587,612,190,170,482,5041,"4,319",49,Época Cosméticos: Comprar Maquiagem e Perfumes,1.880,"3,82",2.865,7512,1726,23.0%
2020-01-31,SHOPPING,198399,23,29,,2.731,,,,3617,613,200,150,472,5052,"4,336",50,Época Cosméticos: Comprar Maquiagem e Perfumes,1.802,5,2.677,6892,1644,23.9%
2020-02-01,SHOPPING,198481,26,19,,2.755,,,,3650,613,201,150,452,5066,"4,353",52,Época Cosméticos: Comprar Maquiagem e Perfumes,1.860,5,2.563,9159,1776,19.4%
2020-02-02,SHOPPING,198420,27,30,,2.945,,,,3678,602,190,140,462,5072,"4,358",55,Época Cosméticos: Comprar Maquiagem e Perfumes,2.083,"4,43",2.969,9616,1937,20.1%
2020-02-03,SHOPPING,199166,31,30,,4.003,,,,3767,572,180,130,431,5080,"4,399",54,Época Cosméticos: Comprar Maquiagem e Perfumes,2.933,"4,4",3.156,15814,2770,17.5%
2020-02-04,SHOPPING,200141,35,43,,4.392,,,,3761,571,180,130,441,5083,"4,393",46,Época Cosméticos: Comprar Maquiagem e Perfumes,3.264,"4,21",3.356,21337,3064,14.4%
2020-02-05,SHOPPING,200718,23,38,,3.814,,,,3784,573,181,130,432,5100,"4,4",41,Época Cosméticos: Comprar Maquiagem e Perfumes,2.833,"4,63",3.087,14233,2715,19.1%
2020-02-06,SHOPPING,201525,37,8,,4.410,,,,3761,631,180,140,401,5113,"4,41",39,Época Cosméticos: Comprar Maquiagem e Perfumes,3.198,"4,13",3.369,27047,3055,11.3%
2020-02-07,SHOPPING,202295,30,17,,4.088,,,,3781,623,181,140,402,5127,"4,412",39,Época Cosméticos: Comprar Maquiagem e Perfumes,3.116,"4,71",3.263,22964,2980,13.0%
2020-02-08,SHOPPING,203254,35,16,,4.070,,,,3785,632,170,150,401,5138,"4,41",39,Época Cosméticos: Comprar Maquiagem e Perfumes,3.108,"4,83",3.020,16176,2917,18.0%
2020-02-09,SHOPPING,204134,35,24,,4.488,,,,3782,632,180,150,401,5145,"4,407",39,Época Cosméticos: Comprar Maquiagem e Perfumes,3.370,"4,17",3.478,18891,3155,16.7%
2020-02-10,SHOPPING,204750,34,30,,4.370,,,,3794,642,180,140,401,5157,"4,412",39,Época Cosméticos: Comprar Maquiagem e Perfumes,3.323,"4,63",3.614,18610,3063,16.5%
2020-02-11,SHOPPING,205767,44,21,,4.970,,,,3800,633,180,140,412,5165,"4,407",32,Época Cosméticos: Comprar Maquiagem e Perfumes,3.728,"4,73",3.770,23078,3525,15.3%
2020-02-12,SHOPPING,207166,45,25,,5.565,,,,3808,623,180,150,422,5183,"4,397",34,Época Cosméticos: Comprar Maquiagem e Perfumes,4.284,5,3.995,33467,3991,11.9%
2020-02-13,SHOPPING,208380,34,27,,5.438,,,,3833,642,180,140,401,5196,"4,417",30,Época Cosméticos: Comprar Maquiagem e Perfumes,4.234,"4,17",4.012,23663,3930,16.6%
2020-02-14,SHOPPING,209215,39,21,,4.793,,,,3864,642,170,140,391,5207,"4,43",30,Época Cosméticos: Comprar Maquiagem e Perfumes,3.654,"3,8",3.865,20921,3407,16.3%
